ProductKey,CustomerKey,SalesOrderNumber,ProductName,OrderQuantity,Price,OrderDate,
314,16629,SO43731,"Road-150 Red, 56",1,3578.27,06/01/2011,
350,11025,SO43732,"Mountain-100 Black, 44",1,3374.99,06/01/2011,
312,27577,SO43733,"Road-150 Red, 48",1,3578.27,06/01/2011,
312,27604,SO43734,"Road-150 Red, 48",1,3578.27,07/01/2011,
310,16522,SO43735,"Road-150 Red, 62",1,3578.27,07/01/2011,
346,11002,SO43736,"Mountain-100 Silver, 44",1,3399.99,07/01/2011,
311,13261,SO43737,"Road-150 Red, 44",1,3578.27,08/01/2011,
312,11606,SO43738,"Road-150 Red, 48",1,3578.27,08/01/2011,
310,13563,SO43739,"Road-150 Red, 62",1,3578.27,08/01/2011,
312,16527,SO43740,"Road-150 Red, 48",1,3578.27,08/01/2011,
310,27671,SO43741,"Road-150 Red, 62",1,3578.27,09/01/2011,
314,13576,SO43742,"Road-150 Red, 56",1,3578.27,09/01/2011,
347,11007,SO43743,"Mountain-100 Silver, 48",1,3399.99,09/01/2011,
313,16631,SO43744,"Road-150 Red, 52",1,3578.27,09/01/2011,
311,16514,SO43745,"Road-150 Red, 44",1,3578.27,10/01/2011,
312,16616,SO43746,"Road-150 Red, 48",1,3578.27,10/01/2011,
314,27623,SO43747,"Road-150 Red, 56",1,3578.27,11/01/2011,
313,27625,SO43748,"Road-150 Red, 52",1,3578.27,11/01/2011,
314,27636,SO43749,"Road-150 Red, 56",1,3578.27,11/01/2011,
311,11591,SO43750,"Road-150 Red, 44",1,3578.27,11/01/2011,
313,11592,SO43751,"Road-150 Red, 52",1,3578.27,11/01/2011,
311,13265,SO43752,"Road-150 Red, 44",1,3578.27,11/01/2011,
310,16482,SO43753,"Road-150 Red, 62",1,3578.27,11/01/2011,
312,27617,SO43754,"Road-150 Red, 48",1,3578.27,12/01/2011,
311,27670,SO43755,"Road-150 Red, 44",1,3578.27,12/01/2011,
332,19941,SO43756,"Road-650 Black, 58",1,699.0982,12/01/2011,
350,11017,SO43757,"Mountain-100 Black, 44",1,3374.99,12/01/2011,
310,27646,SO43758,"Road-150 Red, 62",1,3578.27,13/01/2011,
310,13257,SO43759,"Road-150 Red, 62",1,3578.27,13/01/2011,
314,16352,SO43760,"Road-150 Red, 56",1,3578.27,13/01/2011,
310,16493,SO43761,"Road-150 Red, 62",1,3578.27,13/01/2011,
314,27578,SO43762,"Road-150 Red, 56",1,3578.27,14/01/2011,
313,16525,SO43763,"Road-150 Red, 52",1,3578.27,14/01/2011,
310,16612,SO43764,"Road-150 Red, 62",1,3578.27,14/01/2011,
346,11010,SO43765,"Mountain-100 Silver, 44",1,3399.99,14/01/2011,
313,16518,SO43766,"Road-150 Red, 52",1,3578.27,15/01/2011,
350,11001,SO43767,"Mountain-100 Black, 44",1,3374.99,15/01/2011,
312,27649,SO43768,"Road-150 Red, 48",1,3578.27,16/01/2011,
312,21659,SO43769,"Road-150 Red, 48",1,3578.27,16/01/2011,
312,27614,SO43770,"Road-150 Red, 48",1,3578.27,16/01/2011,
330,14559,SO43771,"Road-650 Red, 52",1,699.0982,16/01/2011,
312,16524,SO43772,"Road-150 Red, 48",1,3578.27,16/01/2011,
314,16526,SO43773,"Road-150 Red, 56",1,3578.27,16/01/2011,
313,16348,SO43774,"Road-150 Red, 52",1,3578.27,16/01/2011,
347,11027,SO43775,"Mountain-100 Silver, 48",1,3399.99,16/01/2011,
314,13260,SO43776,"Road-150 Red, 56",1,3578.27,17/01/2011,
311,16515,SO43777,"Road-150 Red, 44",1,3578.27,17/01/2011,
345,11018,SO43778,"Mountain-100 Silver, 42",1,3399.99,17/01/2011,
326,25252,SO43779,"Road-650 Red, 44",1,699.0982,17/01/2011,
311,11599,SO43780,"Road-150 Red, 44",1,3578.27,18/01/2011,
312,16495,SO43781,"Road-150 Red, 48",1,3578.27,18/01/2011,
312,16516,SO43782,"Road-150 Red, 48",1,3578.27,18/01/2011,
312,16620,SO43783,"Road-150 Red, 48",1,3578.27,18/01/2011,
310,27667,SO43784,"Road-150 Red, 62",1,3578.27,19/01/2011,
311,11601,SO43785,"Road-150 Red, 44",1,3578.27,19/01/2011,
311,11607,SO43786,"Road-150 Red, 44",1,3578.27,19/01/2011,
344,29385,SO43787,"Mountain-100 Silver, 38",1,3399.99,19/01/2011,
351,11239,SO43788,"Mountain-100 Black, 48",1,3374.99,19/01/2011,
351,25865,SO43789,"Mountain-100 Black, 48",1,3374.99,19/01/2011,
344,25857,SO43790,"Mountain-100 Silver, 38",1,3399.99,19/01/2011,
314,16484,SO43791,"Road-150 Red, 56",1,3578.27,19/01/2011,
312,16623,SO43792,"Road-150 Red, 48",1,3578.27,19/01/2011,
344,11000,SO43793,"Mountain-100 Silver, 38",1,3399.99,19/01/2011,
347,11029,SO43794,"Mountain-100 Silver, 48",1,3399.99,19/01/2011,
312,27615,SO43795,"Road-150 Red, 48",1,3578.27,20/01/2011,
342,17956,SO43796,"Road-650 Black, 52",1,699.0982,20/01/2011,
312,16345,SO43797,"Road-150 Red, 48",1,3578.27,20/01/2011,
310,16521,SO43798,"Road-150 Red, 62",1,3578.27,20/01/2011,
312,16636,SO43799,"Road-150 Red, 48",1,3578.27,20/01/2011,
311,21710,SO43800,"Road-150 Red, 44",1,3578.27,21/01/2011,
311,13583,SO43801,"Road-150 Red, 44",1,3578.27,21/01/2011,
312,11593,SO43802,"Road-150 Red, 48",1,3578.27,21/01/2011,
314,21741,SO43803,"Road-150 Red, 56",1,3578.27,22/01/2011,
310,13585,SO43804,"Road-150 Red, 62",1,3578.27,22/01/2011,
328,14510,SO43805,"Road-650 Red, 48",1,699.0982,22/01/2011,
312,16523,SO43806,"Road-150 Red, 48",1,3578.27,22/01/2011,
312,11611,SO43807,"Road-150 Red, 48",1,3578.27,23/01/2011,
313,13259,SO43808,"Road-150 Red, 52",1,3578.27,23/01/2011,
310,16350,SO43809,"Road-150 Red, 62",1,3578.27,23/01/2011,
345,11004,SO43810,"Mountain-100 Silver, 42",1,3399.99,23/01/2011,
346,11026,SO43811,"Mountain-100 Silver, 44",1,3399.99,23/01/2011,
312,27662,SO43812,"Road-150 Red, 48",1,3578.27,24/01/2011,
350,28390,SO43813,"Mountain-100 Black, 44",1,3374.99,24/01/2011,
350,25866,SO43814,"Mountain-100 Black, 44",1,3374.99,24/01/2011,
311,16494,SO43815,"Road-150 Red, 44",1,3578.27,24/01/2011,
314,16496,SO43816,"Road-150 Red, 56",1,3578.27,24/01/2011,
310,16519,SO43817,"Road-150 Red, 62",1,3578.27,24/01/2011,
312,16528,SO43818,"Road-150 Red, 48",1,3578.27,24/01/2011,
346,11006,SO43819,"Mountain-100 Silver, 44",1,3399.99,24/01/2011,
312,27651,SO43820,"Road-150 Red, 48",1,3578.27,25/01/2011,
310,27663,SO43821,"Road-150 Red, 62",1,3578.27,25/01/2011,
313,27669,SO43822,"Road-150 Red, 52",1,3578.27,25/01/2011,
342,19942,SO43823,"Road-650 Black, 52",1,699.0982,25/01/2011,
338,14558,SO43824,"Road-650 Black, 44",1,699.0982,25/01/2011,
313,16349,SO43825,"Road-150 Red, 52",1,3578.27,25/01/2011,
348,11008,SO43826,"Mountain-100 Black, 38",1,3374.99,25/01/2011,
338,25250,SO43827,"Road-650 Black, 44",1,699.0982,25/01/2011,
310,27605,SO43828,"Road-150 Red, 62",1,3578.27,26/01/2011,
310,27611,SO43829,"Road-150 Red, 62",1,3578.27,26/01/2011,
311,16347,SO43830,"Road-150 Red, 44",1,3578.27,26/01/2011,
349,11028,SO43831,"Mountain-100 Black, 42",1,3374.99,26/01/2011,
310,13584,SO43832,"Road-150 Red, 62",1,3578.27,26/01/2011,
310,21727,SO43833,"Road-150 Red, 62",1,3578.27,27/01/2011,
348,28393,SO43834,"Mountain-100 Black, 38",1,3374.99,27/01/2011,
348,19802,SO43835,"Mountain-100 Black, 38",1,3374.99,27/01/2011,
324,26620,SO43836,"Road-650 Red, 62",1,699.0982,27/01/2011,
350,11009,SO43837,"Mountain-100 Black, 44",1,3374.99,27/01/2011,
313,27641,SO43838,"Road-150 Red, 52",1,3578.27,28/01/2011,
311,27673,SO43839,"Road-150 Red, 44",1,3578.27,28/01/2011,
326,17957,SO43840,"Road-650 Red, 44",1,699.0982,28/01/2011,
314,13406,SO43841,"Road-150 Red, 56",1,3578.27,28/01/2011,
312,16630,SO43842,"Road-150 Red, 48",1,3578.27,28/01/2011,
313,22041,SO43918,"Road-150 Red, 52",1,3578.27,29/01/2011,
314,12124,SO43919,"Road-150 Red, 56",1,3578.27,29/01/2011,
313,28066,SO43920,"Road-150 Red, 52",1,3578.27,29/01/2011,
313,16743,SO43921,"Road-150 Red, 52",1,3578.27,29/01/2011,
310,13546,SO43922,"Road-150 Red, 62",1,3578.27,29/01/2011,
312,28018,SO43923,"Road-150 Red, 48",1,3578.27,30/01/2011,
310,12132,SO43924,"Road-150 Red, 62",1,3578.27,30/01/2011,
314,16661,SO43925,"Road-150 Red, 56",1,3578.27,30/01/2011,
351,11055,SO43926,"Mountain-100 Black, 48",1,3374.99,31/01/2011,
314,16662,SO43927,"Road-150 Red, 56",1,3578.27,31/01/2011,
313,16740,SO43928,"Road-150 Red, 52",1,3578.27,31/01/2011,
322,25270,SO43929,"Road-650 Red, 60",1,699.0982,31/01/2011,
312,28038,SO43930,"Road-150 Red, 48",1,3578.27,01/02/2011,
313,13548,SO43931,"Road-150 Red, 52",1,3578.27,01/02/2011,
314,16741,SO43932,"Road-150 Red, 56",1,3578.27,01/02/2011,
347,11031,SO43933,"Mountain-100 Silver, 48",1,3399.99,01/02/2011,
346,11034,SO43934,"Mountain-100 Silver, 44",1,3399.99,01/02/2011,
334,20048,SO43935,"Road-650 Black, 60",1,699.0982,02/02/2011,
311,28065,SO43936,"Road-150 Red, 44",1,3578.27,02/02/2011,
312,17047,SO43937,"Road-150 Red, 48",1,3578.27,02/02/2011,
310,16686,SO43938,"Road-150 Red, 62",1,3578.27,02/02/2011,
312,16659,SO43939,"Road-150 Red, 48",1,3578.27,02/02/2011,
336,25294,SO43940,"Road-650 Black, 62",1,699.0982,02/02/2011,
314,13600,SO43941,"Road-150 Red, 56",1,3578.27,03/02/2011,
310,17051,SO43942,"Road-150 Red, 62",1,3578.27,03/02/2011,
338,14565,SO43943,"Road-650 Black, 44",1,699.0982,03/02/2011,
344,11054,SO43944,"Mountain-100 Silver, 38",1,3399.99,03/02/2011,
310,16675,SO43945,"Road-150 Red, 62",1,3578.27,03/02/2011,
313,16687,SO43946,"Road-150 Red, 52",1,3578.27,03/02/2011,
310,16712,SO43947,"Road-150 Red, 62",1,3578.27,03/02/2011,
345,11047,SO43948,"Mountain-100 Silver, 42",1,3399.99,03/02/2011,
310,27726,SO43949,"Road-150 Red, 62",1,3578.27,04/02/2011,
311,28014,SO43950,"Road-150 Red, 44",1,3578.27,04/02/2011,
311,16696,SO43951,"Road-150 Red, 44",1,3578.27,04/02/2011,
312,16639,SO43952,"Road-150 Red, 48",1,3578.27,04/02/2011,
342,20049,SO43953,"Road-650 Black, 52",1,699.0982,05/02/2011,
311,13602,SO43954,"Road-150 Red, 44",1,3578.27,05/02/2011,
314,13661,SO43955,"Road-150 Red, 56",1,3578.27,05/02/2011,
344,11030,SO43956,"Mountain-100 Silver, 38",1,3399.99,05/02/2011,
313,28068,SO43957,"Road-150 Red, 52",1,3578.27,06/02/2011,
312,16658,SO43958,"Road-150 Red, 48",1,3578.27,06/02/2011,
348,11035,SO43959,"Mountain-100 Black, 38",1,3374.99,06/02/2011,
349,11046,SO43960,"Mountain-100 Black, 42",1,3374.99,06/02/2011,
311,28031,SO43961,"Road-150 Red, 44",1,3578.27,07/02/2011,
312,28076,SO43962,"Road-150 Red, 48",1,3578.27,07/02/2011,
314,16685,SO43963,"Road-150 Red, 56",1,3578.27,07/02/2011,
312,16745,SO43964,"Road-150 Red, 48",1,3578.27,07/02/2011,
351,11038,SO43965,"Mountain-100 Black, 48",1,3374.99,07/02/2011,
347,11039,SO43966,"Mountain-100 Silver, 48",1,3399.99,07/02/2011,
313,28040,SO43967,"Road-150 Red, 52",1,3578.27,08/02/2011,
313,28067,SO43968,"Road-150 Red, 52",1,3578.27,08/02/2011,
310,28071,SO43969,"Road-150 Red, 62",1,3578.27,08/02/2011,
311,16684,SO43970,"Road-150 Red, 44",1,3578.27,08/02/2011,
314,16657,SO43971,"Road-150 Red, 56",1,3578.27,08/02/2011,
314,21939,SO43972,"Road-150 Red, 56",1,3578.27,09/02/2011,
312,28039,SO43973,"Road-150 Red, 48",1,3578.27,09/02/2011,
312,13687,SO43974,"Road-150 Red, 48",1,3578.27,09/02/2011,
312,13540,SO43975,"Road-150 Red, 48",1,3578.27,09/02/2011,
310,28063,SO43976,"Road-150 Red, 62",1,3578.27,09/02/2011,
312,16703,SO43977,"Road-150 Red, 48",1,3578.27,09/02/2011,
310,28030,SO43978,"Road-150 Red, 62",1,3578.27,10/02/2011,
322,14576,SO43979,"Road-650 Red, 60",1,699.0982,10/02/2011,
351,11048,SO43980,"Mountain-100 Black, 48",1,3374.99,10/02/2011,
314,16664,SO43981,"Road-150 Red, 56",1,3578.27,10/02/2011,
342,25271,SO43982,"Road-650 Black, 52",1,699.0982,10/02/2011,
314,28017,SO43983,"Road-150 Red, 56",1,3578.27,11/02/2011,
311,13545,SO43984,"Road-150 Red, 44",1,3578.27,11/02/2011,
313,13515,SO43985,"Road-150 Red, 52",1,3578.27,11/02/2011,
310,28070,SO43986,"Road-150 Red, 62",1,3578.27,11/02/2011,
310,28042,SO43987,"Road-150 Red, 62",1,3578.27,12/02/2011,
344,11244,SO43988,"Mountain-100 Silver, 38",1,3399.99,12/02/2011,
312,28083,SO43989,"Road-150 Red, 48",1,3578.27,12/02/2011,
344,25872,SO43990,"Mountain-100 Silver, 38",1,3399.99,12/02/2011,
310,16660,SO43991,"Road-150 Red, 62",1,3578.27,12/02/2011,
311,16638,SO43992,"Road-150 Red, 44",1,3578.27,12/02/2011,
314,16929,SO43993,"Road-150 Red, 56",1,3578.27,14/02/2011,
314,27681,SO43994,"Road-150 Red, 56",1,3578.27,15/02/2011,
312,21813,SO43995,"Road-150 Red, 48",1,3578.27,15/02/2011,
310,27920,SO43996,"Road-150 Red, 62",1,3578.27,15/02/2011,
310,28022,SO43997,"Road-150 Red, 62",1,3578.27,15/02/2011,
348,11033,SO43998,"Mountain-100 Black, 38",1,3374.99,15/02/2011,
311,28047,SO43999,"Road-150 Red, 44",1,3578.27,15/02/2011,
311,27918,SO44000,"Road-150 Red, 44",1,3578.27,16/02/2011,
313,28044,SO44001,"Road-150 Red, 52",1,3578.27,16/02/2011,
336,14572,SO44002,"Road-650 Black, 62",1,699.0982,16/02/2011,
342,19325,SO44003,"Road-650 Black, 52",1,699.0982,16/02/2011,
310,28061,SO44004,"Road-150 Red, 62",1,3578.27,16/02/2011,
334,26629,SO44005,"Road-650 Black, 60",1,699.0982,16/02/2011,
310,16744,SO44006,"Road-150 Red, 62",1,3578.27,16/02/2011,
320,25555,SO44007,"Road-650 Red, 58",1,699.0982,16/02/2011,
312,27678,SO44008,"Road-150 Red, 48",1,3578.27,17/02/2011,
314,27759,SO44009,"Road-150 Red, 56",1,3578.27,17/02/2011,
310,13680,SO44010,"Road-150 Red, 62",1,3578.27,17/02/2011,
310,13514,SO44011,"Road-150 Red, 62",1,3578.27,17/02/2011,
349,11052,SO44012,"Mountain-100 Black, 42",1,3374.99,17/02/2011,
312,16928,SO44013,"Road-150 Red, 48",1,3578.27,17/02/2011,
313,27917,SO44014,"Road-150 Red, 52",1,3578.27,18/02/2011,
311,13693,SO44015,"Road-150 Red, 44",1,3578.27,18/02/2011,
350,11247,SO44016,"Mountain-100 Black, 44",1,3374.99,18/02/2011,
310,28078,SO44017,"Road-150 Red, 62",1,3578.27,18/02/2011,
350,25876,SO44018,"Mountain-100 Black, 44",1,3374.99,18/02/2011,
310,16701,SO44019,"Road-150 Red, 62",1,3578.27,18/02/2011,
311,16931,SO44020,"Road-150 Red, 44",1,3578.27,18/02/2011,
348,11032,SO44021,"Mountain-100 Black, 38",1,3374.99,18/02/2011,
313,22008,SO44022,"Road-150 Red, 52",1,3578.27,19/02/2011,
349,19830,SO44023,"Mountain-100 Black, 42",1,3374.99,19/02/2011,
314,16663,SO44024,"Road-150 Red, 56",1,3578.27,19/02/2011,
314,16708,SO44025,"Road-150 Red, 56",1,3578.27,19/02/2011,
310,17045,SO44026,"Road-150 Red, 62",1,3578.27,19/02/2011,
310,21921,SO44027,"Road-150 Red, 62",1,3578.27,20/02/2011,
312,17048,SO44028,"Road-150 Red, 48",1,3578.27,20/02/2011,
350,11050,SO44029,"Mountain-100 Black, 44",1,3374.99,20/02/2011,
311,12131,SO44030,"Road-150 Red, 44",1,3578.27,21/02/2011,
313,13689,SO44031,"Road-150 Red, 52",1,3578.27,21/02/2011,
344,11243,SO44032,"Mountain-100 Silver, 38",1,3399.99,21/02/2011,
314,16693,SO44033,"Road-150 Red, 56",1,3578.27,21/02/2011,
313,16702,SO44034,"Road-150 Red, 52",1,3578.27,21/02/2011,
312,16707,SO44035,"Road-150 Red, 48",1,3578.27,21/02/2011,
310,17046,SO44036,"Road-150 Red, 62",1,3578.27,21/02/2011,
328,25272,SO44037,"Road-650 Red, 48",1,699.0982,21/02/2011,
344,25868,SO44038,"Mountain-100 Silver, 38",1,3399.99,21/02/2011,
342,17971,SO44039,"Road-650 Black, 52",1,699.0982,22/02/2011,
351,11057,SO44040,"Mountain-100 Black, 48",1,3374.99,22/02/2011,
313,16742,SO44041,"Road-150 Red, 52",1,3578.27,22/02/2011,
313,13678,SO44042,"Road-150 Red, 52",1,3578.27,23/02/2011,
311,13679,SO44043,"Road-150 Red, 44",1,3578.27,23/02/2011,
314,13690,SO44044,"Road-150 Red, 56",1,3578.27,23/02/2011,
344,28394,SO44045,"Mountain-100 Silver, 38",1,3399.99,23/02/2011,
313,28064,SO44046,"Road-150 Red, 52",1,3578.27,23/02/2011,
344,25878,SO44047,"Mountain-100 Silver, 38",1,3399.99,23/02/2011,
314,16713,SO44048,"Road-150 Red, 56",1,3578.27,23/02/2011,
314,13538,SO44049,"Road-150 Red, 56",1,3578.27,24/02/2011,
310,17050,SO44050,"Road-150 Red, 62",1,3578.27,24/02/2011,
310,13691,SO44051,"Road-150 Red, 62",1,3578.27,25/02/2011,
314,16637,SO44052,"Road-150 Red, 56",1,3578.27,25/02/2011,
338,19329,SO44053,"Road-650 Black, 44",1,699.0982,26/02/2011,
314,13542,SO44054,"Road-150 Red, 56",1,3578.27,26/02/2011,
310,13543,SO44055,"Road-150 Red, 62",1,3578.27,26/02/2011,
314,13559,SO44056,"Road-150 Red, 56",1,3578.27,26/02/2011,
338,14577,SO44057,"Road-650 Black, 44",1,699.0982,26/02/2011,
350,11056,SO44058,"Mountain-100 Black, 44",1,3374.99,26/02/2011,
313,16688,SO44059,"Road-150 Red, 52",1,3578.27,26/02/2011,
342,25273,SO44060,"Road-650 Black, 52",1,699.0982,26/02/2011,
310,27919,SO44061,"Road-150 Red, 62",1,3578.27,27/02/2011,
310,28041,SO44062,"Road-150 Red, 62",1,3578.27,27/02/2011,
344,11240,SO44063,"Mountain-100 Silver, 38",1,3399.99,27/02/2011,
310,22050,SO44064,"Road-150 Red, 62",1,3578.27,27/02/2011,
310,28062,SO44065,"Road-150 Red, 62",1,3578.27,27/02/2011,
344,25867,SO44066,"Mountain-100 Silver, 38",1,3399.99,27/02/2011,
310,17049,SO44067,"Road-150 Red, 62",1,3578.27,27/02/2011,
313,13541,SO44068,"Road-150 Red, 52",1,3578.27,28/02/2011,
349,28395,SO44069,"Mountain-100 Black, 42",1,3374.99,28/02/2011,
349,19829,SO44070,"Mountain-100 Black, 42",1,3374.99,28/02/2011,
313,16691,SO44071,"Road-150 Red, 52",1,3578.27,28/02/2011,
311,16656,SO44072,"Road-150 Red, 44",1,3578.27,28/02/2011,
351,11044,SO44073,"Mountain-100 Black, 48",1,3374.99,28/02/2011,
310,13821,SO44134,"Road-150 Red, 62",1,3578.27,01/03/2011,
310,28156,SO44135,"Road-150 Red, 62",1,3578.27,01/03/2011,
311,22114,SO44136,"Road-150 Red, 44",1,3578.27,01/03/2011,
314,17328,SO44137,"Road-150 Red, 56",1,3578.27,01/03/2011,
310,13765,SO44138,"Road-150 Red, 62",1,3578.27,02/03/2011,
311,13792,SO44139,"Road-150 Red, 44",1,3578.27,02/03/2011,
311,12221,SO44140,"Road-150 Red, 44",1,3578.27,02/03/2011,
313,13572,SO44141,"Road-150 Red, 52",1,3578.27,02/03/2011,
313,22058,SO44142,"Road-150 Red, 52",1,3578.27,02/03/2011,
313,28145,SO44143,"Road-150 Red, 52",1,3578.27,02/03/2011,
312,17071,SO44144,"Road-150 Red, 48",1,3578.27,02/03/2011,
310,17309,SO44145,"Road-150 Red, 62",1,3578.27,02/03/2011,
313,17310,SO44146,"Road-150 Red, 52",1,3578.27,02/03/2011,
310,17320,SO44147,"Road-150 Red, 62",1,3578.27,02/03/2011,
310,28172,SO44148,"Road-150 Red, 62",1,3578.27,03/03/2011,
312,17242,SO44149,"Road-150 Red, 48",1,3578.27,03/03/2011,
312,17315,SO44150,"Road-150 Red, 48",1,3578.27,03/03/2011,
328,25558,SO44151,"Road-650 Red, 48",1,699.0982,03/03/2011,
346,11334,SO44152,"Mountain-100 Silver, 44",1,3399.99,04/03/2011,
312,28168,SO44153,"Road-150 Red, 48",1,3578.27,04/03/2011,
311,28181,SO44154,"Road-150 Red, 44",1,3578.27,04/03/2011,
313,28131,SO44155,"Road-150 Red, 52",1,3578.27,04/03/2011,
346,25887,SO44156,"Mountain-100 Silver, 44",1,3399.99,04/03/2011,
314,17055,SO44157,"Road-150 Red, 56",1,3578.27,04/03/2011,
311,13567,SO44158,"Road-150 Red, 44",1,3578.27,05/03/2011,
311,28182,SO44159,"Road-150 Red, 44",1,3578.27,05/03/2011,
312,28186,SO44160,"Road-150 Red, 48",1,3578.27,05/03/2011,
314,13772,SO44161,"Road-150 Red, 56",1,3578.27,06/03/2011,
311,28185,SO44162,"Road-150 Red, 44",1,3578.27,06/03/2011,
314,28193,SO44163,"Road-150 Red, 56",1,3578.27,06/03/2011,
310,28088,SO44164,"Road-150 Red, 62",1,3578.27,06/03/2011,
313,17065,SO44165,"Road-150 Red, 52",1,3578.27,06/03/2011,
338,14581,SO44166,"Road-650 Black, 44",1,699.0982,06/03/2011,
314,17308,SO44167,"Road-150 Red, 56",1,3578.27,06/03/2011,
313,12211,SO44168,"Road-150 Red, 52",1,3578.27,07/03/2011,
311,28179,SO44169,"Road-150 Red, 44",1,3578.27,07/03/2011,
314,28183,SO44170,"Road-150 Red, 56",1,3578.27,07/03/2011,
313,28112,SO44171,"Road-150 Red, 52",1,3578.27,07/03/2011,
338,14584,SO44172,"Road-650 Black, 44",1,699.0982,07/03/2011,
312,13784,SO44173,"Road-150 Red, 48",1,3578.27,08/03/2011,
311,17229,SO44174,"Road-150 Red, 44",1,3578.27,08/03/2011,
313,17246,SO44175,"Road-150 Red, 52",1,3578.27,08/03/2011,
314,12220,SO44176,"Road-150 Red, 56",1,3578.27,09/03/2011,
350,11337,SO44177,"Mountain-100 Black, 44",1,3374.99,09/03/2011,
312,28097,SO44178,"Road-150 Red, 48",1,3578.27,09/03/2011,
350,25888,SO44179,"Mountain-100 Black, 44",1,3374.99,09/03/2011,
347,11058,SO44180,"Mountain-100 Silver, 48",1,3399.99,09/03/2011,
312,17294,SO44181,"Road-150 Red, 48",1,3578.27,09/03/2011,
310,17299,SO44182,"Road-150 Red, 62",1,3578.27,09/03/2011,
310,28158,SO44183,"Road-150 Red, 62",1,3578.27,10/03/2011,
314,17247,SO44184,"Road-150 Red, 56",1,3578.27,10/03/2011,
310,17280,SO44185,"Road-150 Red, 62",1,3578.27,10/03/2011,
347,25889,SO44186,"Mountain-100 Silver, 48",1,3399.99,12/03/2011,
313,17069,SO44187,"Road-150 Red, 52",1,3578.27,12/03/2011,
334,20052,SO44188,"Road-650 Black, 60",1,699.0982,13/03/2011,
322,20054,SO44189,"Road-650 Red, 60",1,699.0982,13/03/2011,
348,11061,SO44190,"Mountain-100 Black, 38",1,3374.99,13/03/2011,
310,17248,SO44191,"Road-150 Red, 62",1,3578.27,13/03/2011,
312,13570,SO44192,"Road-150 Red, 48",1,3578.27,14/03/2011,
312,28164,SO44193,"Road-150 Red, 48",1,3578.27,14/03/2011,
310,17064,SO44194,"Road-150 Red, 62",1,3578.27,14/03/2011,
313,17249,SO44195,"Road-150 Red, 52",1,3578.27,14/03/2011,
314,17295,SO44196,"Road-150 Red, 56",1,3578.27,14/03/2011,
312,28096,SO44197,"Road-150 Red, 48",1,3578.27,15/03/2011,
310,28150,SO44198,"Road-150 Red, 62",1,3578.27,15/03/2011,
313,17259,SO44199,"Road-150 Red, 52",1,3578.27,15/03/2011,
311,17312,SO44200,"Road-150 Red, 44",1,3578.27,15/03/2011,
313,12254,SO44201,"Road-150 Red, 52",1,3578.27,16/03/2011,
311,28159,SO44202,"Road-150 Red, 44",1,3578.27,16/03/2011,
